Topic,Word,Tweets
13,story,"If you are a woman you should know that, your presence has the power to lift the morality of any setting.  @metawishnft 

#nft #WomensHistoryMonth #womensday #WomenInNFTs #NFTCommumity https://t.co/mnlrHK0LTj"
13,ethical,you can tell NFTs aren't a scam by how how ethically NFT fans act online. they're definitely a bastion of just morality
13,ethical,"@NFTethics I didn’t find it unethical, I found it out of place

If you’re trying to build a brand that people trust and can rely on you to navigate web3 safety, it didn’t accomplish that.

Read what you wrote to all of us about what NFTethics is supposed to be, this didn’t compliment that"
13,moral,"@ReptilianReneg You have no ability to take the moral high ground unless you give those funds back to people. Maybe create your own project with a reverse mint, strict WL requirements. Everyone gets free minted NFT &amp; also gets 5 SOL or someting. Make the name have something to do with Robinhood"
13,moral,"""Abstinence based moral scolding"" sure is a fun way to backfoot anyone who might want to say that nft's and cryptocurrencies do real material and social harms, in fact massively exacerbating the extant material and social harms of the previous modes."
13,let,@humcbon @medz_____ @OthersideMeta Metmask eth dont trust bro Wallet with my nft
13,let,"@ri_ka_ @katanainu @BSCPad @ADAPadofficial @NFT_LAUNCH @gamezone_app @KCCPad_Official @Tronpadofficial @ethpadofficial how did you? i am unable to connect my trust wallet to my bscpad right now, whats going on"
13,nft,"📢📢📢📢
My dear NFT artist friends. Do not trust people who offer you a job and ask you to download a file. They still go on such cheap tricks to access your wallet information! DO NOT DOWNLOAD FILES!The scammer's instagram address is @jose_nft_crypto
#NFTCommmunity #NFTartists https://t.co/MKMjNGkSSe"
13,nft,@info_nft Thank you.. for being transparent in this gamefi.. to the moon.. #viggies
13,transparency,"If you wanna make money with zero money
If you wanna find a game with gambling features
If you're a fan of horse racing
If you wanna own the unique NFT horse to make some money
If you wanna find transparency, safety, and privacy game
This is what you need!
 #Derace #UGventures https://t.co/MtKRbKhsEz"
13,transparency,"❓Why STEM Genesis?
 
1⃣ Invest #DeFi in the real world to tackle #Globalchallenges
 
2⃣ Increase fair access of #research funds for #STEM  #Innovation 

3⃣ Provide legitimacy &amp; #sustainability to the #NFT sector 🌍
 
Accountability + transparency= DeFi growth"
14,bnb,"This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successfulI. Always be waiting for the progress of this project. To the moon. ❤️❤️🚀🚀

@pMsum2 
@MsNasima3 
@IliasShikdar 

#FairlaunchPad #bnb #binance #NFT"
14,bnb,"This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successfulI. 
@Esi3220
 
@DBA5001
 
@Alborz5467
 
@Minoojahan1
 
@mojtaba5467
 
@mojtaba1533
 
#FairlaunchPad #bnb #binance #NFT #NFTs"
14,wallet,@MarkShulkin4 @Allenplswin @nyyplswin @dodgersaux got hacked on instagram need help writing this essay trust wallet my account got disabled metamask help Bitcoin Exchange trust wallet support or binance? need a sugar daddy to write my essay shill your unsold #NFT drop me crypto
14,wallet,@luffpuffjr Step 2: sent my crypto to the wrong coinbase got hacked on instagram need help writing this essay trust wallet my account got disabled of metamask for help Bitcoin Exchange any trust wallet support or binance? need a sugar daddy to write my essay shill your unsold #NFT
14,nft,@tropoFarmer @StephSutto yeah you may need to start the council of the nft elders.  set up the 411 on how to regulator yourself as an nft influencer to help provide oversight and transparency to a potentially unregulted sketch/scam soup we have here
14,nft,@mlndr_nft @reylarsdam @makeitrad1 @1000___Words @RareBreedsNFT @WhenIn_Mars @M_lon @DOMIVAKERO @porkyfresh115 Guest line up is diverse and amazing...CAN'T WAIT to see what these geniuses come up with. https://t.co/6qhvgK4gRv
14,trust,@nft_usd It's a great and amazing project.i can wait to receive etherum into my trust wallet.
14,trust,"@Blockworks_ Companies that will have dropped an NFT:

- [redacted]
- [redacted]
- [redacted] maybe even this week

trust"
14,eth,"@HarryRoseStudi1 @Tommyophoto @apptitu @MrJackLowe With respect it's not a case of wether he's a good guy or not. The facts speak for themselves and until BJP addresses this properly and transparently then they've flushed trust away.

A good place to start would be a proper look at NFT's."
14,eth,"@NFTethics Maybe we can host a twitter spaces with one of the people working with SHIB INU GAMES LLC
@SHIBQueenie  on the #SHIB #NFT #playtoearn blockchain game. And the many many issues that have arisen from the unusual set up, regarding ethics and equity with #shiboshis investors"
14,meta,"@BoredApeYC @CuriousAddys @Pudgy_Penguins @worldofwomennft @leahsams @Thao_NFT @vintagemozart @aslanruby @StudioIrida @SREERANJ @amber_vittoria @opensea @withFND @dmitricherniak @VarvaraAlay @FlowerGirlsNFT @meta_angels @AllysonDowney @max_siegman @coolcatsnft @crypto_coven @discord @garyvee @veefriends @veeconference @Zeneca_33 @NFTLlama @Llamaverse_ They'll have access to a community of ambitious, forward-thinking individuals who value inclusivity, accessibility, and opportunity. To connectors who understand that helping others – making introductions, providing mentorship &amp; more – is the surest path to fuel their own growth"
14,meta,@AmineMaTue Incroyable !! par contre I need a logo NFT metamask crypto coinbase sugardaddy il faut bien le faire hein trust wallet ah zebi ratio opensea bug BTC ETH BNB besoin logo 3d meta mask zebi
14,btc,7000 followers in approximatively 1 year! It’s a huge milestone. I really would like to say thank you to everyone who start this journey with me during this past year and thank you to trust what I do! It unbelievable! #love #nft #crytpo #eth #btc
14,btc,"This is massive for the entire #NFT space, specially projects with strong art and diverse communities. Imagine when @CryptoCannaClub gets featured in mainstream media. 

https://t.co/KFoMjrPbbu

#btc #NFTartists #metaverse #NFTCommunity #nftart #nftcollector #art #Collectibles"
14,crypto,@AmineMaTue Zebi I need a logo NFT metamask crypto coinbase sugardaddy il faut bien le faire hein trust wallet ah zebi ratio opensea bug BTC ETH BNB besoin logo 3d meta mask
14,crypto,"A good project and strong team in a predictable and transparent road map planned and projected. 
#aqarchain #blockchain #realestate #tezos #crypto #cryptocurrency #tokenization #decentralization #Defi #NFT #BTC #Altcoin #Polygon"
14,opensea,@BryanHoch @EXTENDJUDGE_ RATIOOO I lost my metamask trust wallet coinbase bitcoin NFT instagram was disabled I need a sugar daddy I need someone to write this essay for me I need someone to make me a pfp and banner my opensea was hacked
14,opensea,"In Sandaga We Trust @MetaMarauders 
Check out my new NFT on OpenSea! https://t.co/1VoaM34shw via @opensea"
14,logo,"@jluczemouchon @auztete451 Hello, my startup need a logo disigner for a new project x binance for the NFT king of dicaturia OG RUSSIA and telegram boost for trust Wallet with SHIBA inu."
14,logo,@AmineMaTue C'est pas mal mais i need a logo NFT metamask crypto coinbase sugardaddy il faut bien le faire hein trust wallet ah zebi ratio opensea bug BTC ETH BNB besoin logo 3d meta mask?
15,claim,@JoeMamaLuvzNFTs @thaka_gopal_ Best way to avoid being scammed by someone claiming to make “original” art is to just screenshot the piece in question &amp; do a reverse img search on google. Sucks that we can’t just trust the artist but the nft world is still the wild west and its up to the community to police it.
15,claim,@CROAKZ_ @sartoshi_nft @0xMcGill Hey I have a croakz but not able to claim it from trust wallet- please help @CROAKZ_
15,land,"@dego_finance @TreasurelandNFT This is excellent project for the future with strong team, a transparent, planned and project roadmap. it will be successful. Don't Miss Guys! 🚀🔥

@AkbarHerdiansy7  @2xyzpe  @afnn062 

#DEGO #NFT #Metaverse #ETH 
 #TreasurelandNFT"
15,land,"EQUITY OPPORTUNITIES IN HEGEWISCH CHICAGO @UplandMe #upland #BeOG
https://t.co/D42bu2MWOd
#Chicago #hegewisch #metaverse #nft #metaproperty #metacommunity https://t.co/COCocVZA60"
15,world,"The world will never fall silent in the face of atrocities; of crimes against humanity. These NFT snippets reveal the indiscriminate killing of men, women and children. We have a moral duty before God to  speak out against oppression, evil and injustice."
15,world,"In a world of transparency, we must properly protect ourselves from outside harm.
Self-protection must come first. Beep Safe!!🔍

🚀https://t.co/8QM3ErJid8
🤖https://t.co/hz3kxLJj24
🔥https://t.co/xBEsmqSIDo

Bad Face Bots #2605

#BadFaceBots #NFT #BFBS #botsfollowbots #beep https://t.co/lFKb3UqVKx"
15,fact,"While the message of this specific NFT group may seem nice due to it striving to be inclusive and to empower women, it doesn’t change the fact that NFTs are damaging to the Environment and have a high energy cost. I love Bryce, but I just can’t support this. I’m sorry."
15,fact,"Shamanz NFT is basically a Good vibe only Project (GVO) and trust me the community has proven to uphold the reputation of this project. 

Not to forget the fact that the team are completely doxxed and always have it's community at heart."
15,social,"@BobApposite @Jxrdan_NFT @KayeSteinsapir The whole concept of "" cancel"" culture was invented by the R wing to gaslight the social response to their racism, bigotry, and misogyny. I'm not saying it doesn't have (due) consequences. It's funny how it ""matters"" when its white people in power."
15,social,@FreeGuys_eth wow i honestly wasnt expecting this level of transparency and I appreciate it. Consider me more of a holder than ever. It's still such a cool concept for an NFT project and partnering with the innocence project could have real-world social benefits
15,trust,"@BabyFrogio @InterFiNetwork I will now fully trust this project! I love the concept and all. I am anticipated to sweep the BabyFrog #NFT. This is makes more exciting!!

#BSCGem #BSC #NFTCommunity #DeFi"
15,trust,"I believe the JOJO’s price will start go crazy in the 3rd phase.
Dont trust me, the the process 🐥🐥🐥

@JOJOMetaverse #jojo #jojoarmy #Metaverse #nft #p2e #defi @Fate_Origin #JojoMetaverse #GameFi #NFTGaming #BlockchainGaming"
15,piece,"Gm🍷🤟
Today I'll show you the last artwork of my Kinky Nightmares art series that will be available for bids on KnownOrigin in 8 hrs. And trust me, that NFT piece is extremely hot 🔥 https://t.co/LC5SySWCiF"
15,piece,"The #NFTs has held steady over past week despite declining #cryptocurrency markets. week's #NFT segment, we'r  going to  look World Of Women - a first-of-its-kind collection featuring 10K #artworks diverse women Segment  brought to u in partnership with #NFTdata and #Masterpiece."
15,mean,"Don't worry my #HederaNFT family.
CREETS is never going to rug you.
I mean, just look at this face.
THIS is the face of someone you can trust.
Puts you at ease, doesn't it? 😊
#HBARNFT #CREET #NoRugHere https://t.co/tRnlpp9FPN"
15,mean,"On-chain, out-of-the-box treasury management.

Flexible and transparent tech. 

Over time, I think programmable treasury infra like @juiceboxETH will become increasingly go-to solutions for NFT projects. Let's explore what I mean in today's post! 

https://t.co/RZYxpUOM9k"
15,nft,"Legit can’t wait for the day when my NFTs start selling 🙏🏼 gotta trust the slow process. #NFTCommunity #nft #nfts #OpenSeaNFT 
https://t.co/BlCVEzdViw"
15,nft,@shirararakansu sorry to hear about that! however lost my metamask eth with trust wallet browser seed phrase i need help with this essay lost funds hacked account  uniswap pancakeswap wallet connect coinbase binance  lost bitcoin wallet  gfx lost nft can i put this on a tshirt want sugar daddy
15,art,"What makes a project worth getting involved in?
1) Solid transparent team
2) Amazing art
3) Long term strategy
I am in this space to develop products beyond the mint date, not to get in and out fast. Building a successful business takes time. #NFTCommunity #NFT #Metaverses https://t.co/3F5rAO2GNd"
15,art,"That's why @crypto_mo_nft is about investing directly into a diverse group of artists. And it can succeed - but it needs all of you to back it. And in backing it, it succeeds. That's the potential and the beauty of it. That is saying 'screw you' to the old paradigm 7/"
16,new,@NFTethics This is my new favorite account
16,new,"@MacMuzzin @fishyfamNFT fucking sloppy or a cheap money grab, either way, its a another straw on camels back for NFT PFPs. This type of activity will normalize others and continue a dilution of future project value and trust. There are solid projects but its the expectations of new ones that worry me."
16,item,"@bitgetglobal @duckienft NFT blockchain game favors those who have upgraded, leveled and purchased large amount in-game items leaving those new players behind of them. How would Duckie Land promotes fairness and equality to its players? Do the skills of the players matters more than the character?"
16,item,"Limited collection of your nft fox pixels with a variety of unique and diverse fox works. a unique digital collection that lives on the Ethereum blockchain.

Check out this item on OpenSea https://t.co/OlKrCk3AXp @opensea

#NFT #Polygon #Ethereum #Opensea #PixelFox #NFT #NftArt"
16,character,"@JDHyper i’m not a big fan of the idea that NFT game “character” assets should have a burn mechanic. items, yes. characters? never. so no, axies don’t need a sink, what it needs is a utility more diverse than what it has now, which is simply to farm SLP, which causes its inflation."
16,character,"@NFTethics @MutantXApe @SmartBeast_nft project has exactly the same characteristics. Unknown team, no roadmap, 0.2 minting price. Scam starting this week. Lots of WL people banned. Watch out"
16,soon,"@SatoshiRipper @PrimatesSociety Trust me this project is a mouth watering one and I'm interested.
Can't wait to invest and besides make X100 reflections
#NFT Launching soonest"
16,soon,"I hope i'am a lucky winner soon!
Btw thanks for make this awesome project , i trust you guys have a awesome team. Keep work hard! We'll support your project 

@namilkiest
@xerahwaifu
@arg1an 

#GreenLand #NFT #Airdrop #BSCGem"
16,nft,"@bronwyn_nft Hi!  Open your DM's, love to see that you are working on diversity, equality, and inclusion!  I can help you manifest 🙂✌️"
16,nft,@jackalopekin I need help metamask ethereum nft seed phrase account instagram facebook hacked i need graphic designer need logo designer i got hacked need someone to help me write this essay about trust wallet my account got disabled @OnAuthoritybot @AnarchistFaq
16,matter,"In fairness though I always know that no matter how lonely I am, I’ve still got those message requests promoting those random NFT projects if I ever needa talk to someone. 

“Don’t sleep on the IMPOTENT ELEPHANTS there’s only…” 

“I’m not too bad thanks for asking”"
16,matter,"@CreatureToadz The creature toadz are so diverse and unique. This is truly a great collection with alot of references to some cool NFT history/projects. Great job @SkiranoETH @CreatureToadz 

I feel comfortable saying rarity doesn't matter with this one at all."
16,player,"🔥We are thrilled to announce @BattleVerse_io &amp; @EarnGuild  #partnership!🔥

Earn Guild is building a global player community around a diverse range of #P2E games.🦾

We're sure the active community of this guild will help us make some noise about #BattleVerse #NFT #Metaverse!🚀 https://t.co/cb5LqEUlxi"
16,player,"@Cryptocrowdnews @DopamineGAME @CryptoCrowd2011 Many NFT game favors those who have upgraded, leveled and purchased large amount in-game items leaving those new players behind of them. How would @DopamineGAME promotes fairness and equality to its players? Do the skills of the players matters more than the character?"
16,wait,"Guys, I am still waiting on my NFT from @TimWithStocks. I don't think you can either follow him or trust him."
16,wait,"This is excellent project for the future with strong team, a transparent, planned and project roadmap it will be successful. Always be waiting for the progress of this project. 

@Eriardiansyah81
@pumprekt
@FaridHasyim16
$SUKU #NFT #infinitibysuku #Airdrop #CoinMarketCap"
16,fairness,"hi Miss Information, do u wanna talk to your soul? 16E for a super rare @Grimezsz  style（soul &amp; hair） NFT, you can talk to yourself and always remember freedom and fairness as little @joinmirrorworld  Grime says.
👇👇
https://t.co/vHlicWu8x2 https://t.co/mlm1QB5WCO"
16,fairness,"Check out the @ToadNetwork AMA with @XTexchange to learn more about a DEFI future driven by utility, fairness, and safety. This is what a project built on delivering value and security to their users looks like. 

$TOAD $PAD #DeFi #Crypto #NFT 
https://t.co/xvd6oik3VP"
16,coming,"Starting tomorrow and every Monday, we will share a weekly update containing goals reached the past week and funds spent and plans for the upcoming week
We Aim to provide transparency and clarity to our community
see you Monday Donut Fam🍩🍩

#NFTCommunity #NFT"
16,coming,"A Good and strong team in a predictable and transparent road map. I think in the future we will see a growth of this .Fantastic project.
@adnanh_44
@adnan_h44
@ShantaMiah64 New Great Game @MarsFellows is coming ! 
Win $MAF! #giveaway #NFT https://t.co/MiZwBxQJmM"
17,trust,@HammerZ_NFT Just further proof that you can’t trust their judgement and they are gatekeepers lol
17,trust,@beasties_online Can use trust wallet?
17,business,"It is crazy to think how inclusive #tech can be. Our newest partnership is with a startup that will revolutionize the #NFT space. 

It’s run by an 🇮🇩 Indonesian business mastermind, a 🇿🇦 South African Pilot &amp; a McKinsey alumni from 🇩🇰 Denmark. None have a formal tech background. https://t.co/yLtnk3spvB"
17,business,"""#Discord CEO backs away from hinted NFT integration after backlash"": https://t.co/AISKRlchSu #ethics #internet #tech #business"
17,like,"The name discoqueen.eth suggests, I like my community vibes high, groovy, eccentric &amp; inclusive. I’m excited to be part of the @Poolsuite community via my ‘Pool Member’ NFT, &amp; it’s even better w/ the @She__Fi squad. Get in on the immaculate vibes @ 1pm ET: https://t.co/Xi76a5eK6j"
17,like,"@NFTethics Not down w/ the ethics of equating drag with looking like a clown - that's a non-trivial fkup and needs addressing

But stoked to see Dylan as #1 example of badass"
17,company,"@ThoRCol @KurtSchlichter @davereaboi @JordanSchachtel I was recently offered a private equity investment in a company that does VR and runs an NFT trading exchange.

Impressive Board of Directors, but they don’t make 💰 yet, and I just don’t see why people will want to buy these NFTs, the supply of which seems infinite. I passed. 🤷🏻‍♀️"
17,company,"$GET recently launched their highly anticipated NFT ticket explorer. This is a big milestone for @GetProtocol and I believe they have delivered a unique, revolutionary product which promotes transparency &amp; clarity more so than any other ticketing company and most crypto projects"
17,scammer,"@StalkersCrypto @Metacore_nft Nowadays, there are a lot of scammers and bogus platforms in this field and we need to search first before we invest, so can you tell us more about your platform so that we can trust it?Also, can you describe your security mechanism and how it works?"
17,scammer,@NFTethics @ElephantNFTS He changes his twitter handle every week so it's also hard to keep track of this scammer.
17,actually,"Now that I’m actually home and sober for the first time in a couple days I’m seeing some of the pics and vids from NYC….we need more women and minorities in the NFT space. If we’re using the metaverse to fix real world problems, can we start with equity &gt; equality?"
17,actually,Hey guys I've decided that NFTS are actually good and every marten I've ever made is now an NFT and it's definitely good for the environment trust me
17,theyre,"@0xSurrendr maybe theyre the key to viral nft tweets 🤔
lets see ....

I have some spare funds in my metamask maybe ill send it to my trust wallet and mint out some more flumps and send to my ledger or trezos"
17,theyre,7/ creating value to the NFT and educate the holders/community to gain financial freedom’. This is a pretty transparent answer - TLDR; theyre trying to turn the project into a brand. In the community - the team have tried to offer some value by providing some analytics on
17,lol,@Nihxlo @pbake1993 @DanielDifrfo @katxlev Their disingenuous explanation for why this isn't true is that you can send someone cryptocurrency and then they will send you the nft in a blind trust peer to peer transaction which literally almost never happens lol
17,lol,@ZLTs5 @usmarine2336 @nft_astros @nftsphantoms @coffeebreak_YT @NFTethics Me too! They kicked me after sharing these and asking the team to reveal identities lol! I am glad I didn’t fall for it!
17,ethic,"@NFTethics Muri doesnt belong in here, youre an NFT ethics page and it looks like you dont even do full research... muri was developing way before the release of azuki"
17,ethic,@NFTethics Did I do it right? Instructions unclear. https://t.co/anrMG61IG4
17,nft,"@dinoxproject This is excellent project for the future with strong team, a transparent, planned and project roadmap.
#Dinosaurs #game #nft #dinosaurs #dinox #dnx #dnxc
@tamthanhlm57
@lminhnhi9bb
@lhuunhan458tt"
17,nft,"@usmarine2336 @nft_astros @nftsphantoms @coffeebreak_YT @NFTethics astros was maximum red flags, phantoms the same too?"
18,miss,"I talk to all my #ETH and #Iota frens at ! trust me I put my hand in the fire for this project! don't miss the unique opportunity to miss out on possibly one of the best projects on all platforms!

Follow all #MDCC

@MadDogCarClub 
#ADA #ETH #IOTA #BTC 
#CNFT #NFT #NFTCommunity https://t.co/8Oo8whT0Pg"
18,miss,"@MarzzNyc @crypturco @MonkeDAO @solana @thugbirdz @PiggySolGang @CyberSamuraiNFT @Shroomz_NFT @SoliensNFT @Playground_Sol @SolariansNFT @DegenApeAcademy @galacticgeckosg I see what you mean, I missed the minting phase, I got into this project a week ago, but nothing made me worry so far. I have big trust in them."
18,solid,"It's a great pleasure to be part of this wonderful opportunity, I trust this is a solid project,so guys you can't afford to miss out！..

@AdisaSamod @segun_adeoye27
@Adedoyinolamil7 

#airdrop #NFT #nftgiveaway #algorand #algofam #algorants #ants #DeFi"
18,solid,"It's a great pleasure to be part of this wonderful opportunity.
I trust this is a solid project,so guys you can't afford to miss out this project.
I wish this project will success in the future .
@zharellia
@pratyudd
#IC #ICP #NFT"
18,doxxed,I was one of the giveaway winner of @TheFarmersGame and they send me the nft today and today they rugged. What an irony! It is hard to be a crypto/nft investor. I couldn't even %100 trust to the doxxed owner projects.
18,doxxed,want some good team projects good roadmap doxxed transparent join @TheMintPass and @wofnft i guarantee you will be blown away $NFT $NFTS
18,transparent,"“NFT cards lie at the core of our strategy game, enabling players to customize their strategy &amp; compete with one another competitively. We’re excited to be able to generate our NFT cards in a provably fair &amp; transparent manner using @Chainlink VRF.”

V Le Gallic, CTO @MUSTCometh"
18,transparent,"@games_nft good project and strong team in a predictable and transparent road map planned and projected.I think in the near future I see an unprecedented growth of this project.
@AroraKoushik
@Suh4s1
@NishanthKR13
#NFT #NFTG #BSC #BinanceSmartChain    #NftGameszone #NFTCommunity"
18,opportunity,"@Hogefather Well said. I’m thinking less about inequalities of opportunity (per your NFT example) than about how such inequalities replicate &amp; extend themselves. Unconscious bias finds its way into code. Defi, optimistic as I am about it, will generate its particular as yet unknown problems."
18,opportunity,"It's a great pleasure to be part of this wonderful opportunity, I trust this is a solid project,so guys you can't afford to miss out😎
@EkaOlamide 
@Mosesify53 
@blackyd12 
@slim_becca 
@unifiedtvmedia 

#celestial #OKEx #metaverse #GameFi #NFT"
18,project,@AltcoinWorldcom @weyuofficial You should buy #WEYU trust me! Is the best NFT project and It will launch the marketplace this month and the staking option too!! It will skyrocket!!🚀🚀🚀 I am sure you dont want to miss it!!🔥🚀
18,project,"@BAYC2745 I've noticed more and more that people like you, the real, transparent project creators, are the ones that not only create a community, but have a vision for people to feel like they have a home away from home. It's so amazing to have that feeling, before the mint."
18,trust,once a nft community does something snaky they have to work 5x harder to gain the peoples trust back… go ask squiggles
18,trust,@IsraELement in Nikko we trust right!? He's silesterr's senpai forsure 😉 @PuurrtyCats shenanigans! #CNFT #NFT #BluechipNFT #NFTMint https://t.co/hHpRMUMKo4
18,team,"@MichealCrypyto The project is looking promising &amp; excellent for the future with strong team with transparent, planned project roadmap. Definitely it will be successfuI.
@samritzy2
@Adegboy72259923
@I_am_Pinnacle

#Airdrop #payooswap #cryptocurrency #NFT #BNB"
18,team,"🧵1/5
As an NFT collector, I invest in new projects every day

One of the hardest things for me to get past is the lack of transparency. There is no NFT S-1 or 10-K

Even if a project lays out a well drawn roadmap and has a responsive and attentive team, my investment is opaque"
18,big,The reason why im keep improve and learn in this NFT World. Because this big name on Pentas already trust in my Project. Thank u so much for always support HYPECAT Project. https://t.co/NVx5qLT1qp
18,big,"I’m honestly surprised @zachxbt or @NFTethics never made a thread on one of the biggest slow rugger/scammer in the space, @TFGmykL. From @ApeKidsClub to @NFTMTG and @bapesclan , everything this guy touches ends up being a rug and he just moves on to making another project smfh"
18,guy,"@NFTethics And usually despite a high number of Discord followers these projects have next to zero engagement and presence on Twitter...

Looks a lot like some other recent rugs I have been following! ⚠️

Be careful fam, #DYOR, and follow @NFTethics, these guys are doing important work!"
18,guy,"On may 5th @AzukiOfficial put out this tweet.
 
Now Mr. Hatoyama ain't no mess around type of guy and the people he has worked with and is working with are people that need to be transparent as Mr. Hatoyama name and rep is on the line as well. 

https://t.co/C50uX8UIhP"
19,launching,@blondeinsc I hope you have #vempire before #p2e #nft battle game launching soon #defi platform with triple yield rewards already launched #polygon &amp; #bsc bridge after game launch #doxxed &amp; #transparent check us out more #p2e games next year also so much more to come 🤯🔥💯💪🏻🔥🔥🔥🔥🔥🔥
19,launching,"@HitNetwork_ @Polylauncher is the first metaverse focused launchpad on the #Polygon Network, working to provide new Polygon ecosystem projects with a practical, transparent, and fair launching ground. #NFT $ANGEL https://t.co/s3TNcZHz8z"
19,card,"Hmm seems @metacard was a fail, nothing has developed in these past months besides free tshirts and some other bs for a very small portion of holders. Not tryna hate but it was an obvious cash grab from the jump. Wish someone like @NFTethics would focus on projects as such…"
19,card,neopets gary v sol meta MetaMask binance seed phrase help nft Coinbase opensea trust wallet ethereum Bitcoin cardano so much spam bait no one will know im gay ADA solana phantom wallet sollet uniswap pancakeswap Vitalik Elon musk Anatoly xrp coinmarketcap whatsapp telegram signal
19,reach,"@TxBlokChainLaw @Kvikk_Kveiking @NFTethics @Blockverse_NFT @BoredApeYC @yugalabs Bear in mind this information was not available at time of mint, same with the likes of Punk Comics.

Both companies restructured when they reached a certain size to facilitate partnerships/investment."
19,reach,"Who should we tax? Yes, everything. What will be use it for? None of your business. Transparency/accountability/txid on blockchain? Not a chance in hell. No thanks. Glad I don't have a US passport but overreach everywhere worldwide go DEX https://t.co/JfZfR319Om"
19,staking,"@TylerHillYT Looking foward to seeing your thoughts on @DoginaCoin. NFT farming, staking, collaborative partnerships etc. I really want to know more about this token and it’s transparent and honest Team. Definitely no rug pull, want to see your thoughts on #doginacoin’s safety! https://t.co/uWtx60rN7m"
19,staking,"Looking for an NFT project that is transparent, friendly, has stunning hand drawn art AND offers staking rewards?

Then come check us out and join our growing community of Freaks.

Presale Launch Dec 19!

#nftart #NFTs #NFTartists #NFTCommunity #nftcollectors #NFT #Frankenstein https://t.co/efwmuja012"
19,gaming,@elliotrades @CyberKongz I agree with you but OMI VEVeApp NFT’s look different. What do you think about that Elliot? You are the one that I trust when it comes to NFT and gaming @ecomi_  @veve_official @DavidYuNZ @ecomi_rhys @Daniel00077 @BC_Trevor @CryptosR_Us @cz_binance @binance @coinbase
19,gaming,"@Cointelegraph Well said by Mr. Andrew Wilson..
NFTs are the future of gaming and sports industry... #DefiSports has already foreseen its potential and projected a vision to develop a Sports NFT market place in near future to bring transparency and value in sports ecosystem to #ShapeTheFuture. https://t.co/NyIe9Sjt9y"
19,trust,Wait until 1am EST to buy this… trust me #nft #nfts 1/1 Premier Edition #lowgas https://t.co/vPaf1stk2U
19,trust,@FFVV1211 If I didn’t buy the NFT I probably would be where I am now. Gotta trust the process
19,earn,@sambitsahoo7272 @InvsbleFriends @NFTethics Have you not done your research? Please dig and learn about the artist and the collective.
19,earn,Don’t trust DM’s and links to NFT trader. Just lost this beautiful NFT to a thief 😔 Learned it the hard way by Wallet 0x1187776DA2C27858aa0A995A46ec66091Dd7967c 😢 @opensea #nftnewbie #nft @robotosNFT #stolennft https://t.co/Ygkqj8pSzs
19,play,"Don't fall for scams like these❗️People trying to take advantage of naïve new members of the NFT community. 🚩 

I played along to see where the convo goes. Don't fall for ~trust-me-bro~ transfers . Report. Retweet. Always use official marketplaces. Be smart with your NFTS.⚠️ https://t.co/jpYPJT2LQe"
19,play,"🦆What sets us apart from other NFT collections:
1. Our mission is to help people understand the new world of NFTs
2. We are founded on trust. We don’t hide our identities, this was founded by two Oregon Football players
3. We want to build a community that will last"
19,nft,"@thenftandre Have a good project and strong team, plan and forecast in a predictable and transparent roadmap. In the near future, people will see the real growth of this project
@hashanhlm 
@RavinduHasaran5
@JohnGVibes 
#NFT #Giveaway 
ETH：0xc75D04758aF6E83750260Ae38EbF9F07b3C4CCDE"
19,nft,@BAYC2745 You’re so transparent and genuine. Thank you for bringing yourself to the space more heavily. Onwards and upwards @psychedelic_nft 🚀🚀🚀
19,game,@panda_airdrop24 @MechMaster_IO Can you explain the gameplay and the Mecha characters in the game to a newcomer with little knowledge of DeFi and Game NFT? Does it have diverse functions and benefits?
19,game,"There will be a Lana Frog avatar in the game for you to select. You don't necessarily need to own a frog to use this! That's where the inclusivity comes in - any one can play!

I think we will be seeing the release in the very near future, and hope to see a pond space soon! https://t.co/zjfuRegswV"
20,trust,"Well…the main reason I haven’t started NFT is because I don’t have a computer…I tried to buy one, but in UK I can’t trust no one everyone here is trying to sabotage me…"
20,trust,"@kitsune_777_ @Philocious1 @beeple This kinda defeats the purpose of NFT as trust (or third parties) will need to get involved. Was the main reason I didn’t buy one soon after the original drop. However, it seems the physical piece is less important through trades."
20,watch,"@zachxbt @NFTethics He is being set up, by exposing things it leaves him open to be framed for things he didn’t do. If you had a million dollar scam and some random person telling others to watch out, then throwing some money to try to discredit him would be a no brainer"
20,watch,"@cryptoShields @Yao62816288 @NFT_Awareness @rugpullfinder @NFTethics @NFTherder @Ammo9168 @SylvieAnnalea @ErrorZer0invest @NFT_watchdog @Rug_Watch @nftscamtracker @NFTScrutiny @PeckShieldAlert @peckshield Bro, rugpullfinders Logo isn't new. I saw this logo a lot of times. Google it. https://t.co/1ibEYATRt5"
20,website,@NFTethics @zachxbt @fRiENDSiES_Ai Can't wait to see @zachxbt do a 1/16x wrap-up about the rug pull. Their own website gave me ptsd as it reminded me a lot about some recent rugs lol. They all must be hiring the same team h3h3
20,website,"@runGoodlife I’m all for it being a pocket in the NFT space reserved for the hobby. But their website is a terrible platform to begin with. I don’t trust it. Nor do I see value long term in that platform. Also, they have no roadmap. I have no clue what the future of panini blockchain is."
