,Tweets,Url,User,file,followersCount,likeCount,metionedUsers,retweetCount
33292,mention nicest person world understand mean kind people hiding behind JPEGs another example someone IRL never would want associated Happy minting tomorrow,https://twitter.com/NFTethics/status/1492911569839312897,NFTethics,ethics,80846,78,,5
33293,well known harass woman Twitter many story whole team consisted woman many left quite clear,https://twitter.com/NFTethics/status/1492911563208077314,NFTethics,ethics,80846,74,,6
33294,bought lot top market went allegedly million water manufactured fake argument Nifty Gateway see article got DMs artist bought,https://twitter.com/NFTethics/status/1492911550704898055,NFTethics,ethics,80846,62,,1
33295,Maybe interesting mention background Cryptocrypto someone already quite long active crypto world shilling low Market Cap MC alt coin deleted many tweet confirmed still saved,https://twitter.com/NFTethics/status/1492911547571658758,NFTethics,ethics,80846,490,,130
33333,focking love thought big ballz ballz size planet sir,https://twitter.com/TheAlienBoyNFT/status/1492867927397208070,TheAlienBoyNFT,ethics,35185,19,['NFTethics'],4
33334,Even though blockchain provides transparency people use fact relationship IRL transparent obvious often deceived web people IRL interconnected centralized,https://twitter.com/NFTethics/status/1492867360210006018,NFTethics,ethics,80846,148,,4
33335,private deal outside OS apparently scammed someone ETH transferring Doodle many extensive thread mainly German fake giveaway well eg,https://twitter.com/NFTethics/status/1492867356774785033,NFTethics,ethics,80846,127,,6
33336,interested content NFT project exemplified yesterday MontanaBlack promoted project included Swastika moneywhitelist spot get want start publicly call legitimate project scam,https://twitter.com/NFTethics/status/1492867342270881796,NFTethics,ethics,80846,167,,5
33337,MontanaBlacks case person k follower Twitter whole thread courtesy reported German shared DMs person looking project MontanaBlack invest see screenshots,https://twitter.com/NFTethics/status/1492867334339538952,NFTethics,ethics,80846,204,['shinraton'],8
33338,quick update MontanaBlack actual fact seems million follower kind platform story show many scam ring operate always someone background dirty work functioning intermediary fall guy,https://twitter.com/NFTethics/status/1492867324692549633,NFTethics,ethics,80846,1786,,174
33382,project minting today would rake ETH Worst case million Scammers know people getting smarter day try one time big way mint still easy million,https://twitter.com/NFTethics/status/1492829975933853696,NFTethics,ethics,80846,487,,148
33390,Imagine IRL criminal crook conman people know scam suddenly hide behind JPEG people think great know shady past people laughing way bank,https://twitter.com/NFTethics/status/1492825956561702917,NFTethics,ethics,80846,471,,59
33393,Details back day,https://twitter.com/jmt_nft/status/1492786701479120897,jmt_nft,ethics,31242,2,"['chapsrlz', 'hotlneblng_', 'NFTethics']",0
33396,Damn Havent followed honestly ever since undercut MDJ floor multiple bot account NG Ive decided participate collector,https://twitter.com/jmt_nft/status/1492784984704307201,jmt_nft,ethics,31242,6,"['chapsrlz', 'hotlneblng_', 'NFTethics']",0
33420,tbh idgaf project sell imo important thing honest willing jump cliff mint call,https://twitter.com/TheAlienBoyNFT/status/1492656243948851205,TheAlienBoyNFT,ethics,35185,1,"['corrodestuff', 'NFTethics', 'honest_nft']",0
33441,important service whole community rn follow asap,https://twitter.com/TheAlienBoyNFT/status/1492588623522410501,TheAlienBoyNFT,ethics,35185,41,['NFTethics'],8
33444,Yes buy verified Twitter account marketplace account hacked eg one Canadian actress,https://twitter.com/NFTethics/status/1492577407156510725,NFTethics,ethics,80846,18,"['nnimrodd', 'bryanbrinkman']",1
33471,writing short thread seems deleted voice tweet explained Squiggles situation Probably many people happy explanation Anyway another example many follow,https://twitter.com/NFTethics/status/1492525226898472966,NFTethics,ethics,80846,153,,4
33472,Apart came public criticism illegally advertising online gambling fined tax evasion banned multiple time Twitch making racist remark catcalling secretly making photo hotel visitor live stream,https://twitter.com/NFTethics/status/1492525221550645257,NFTethics,ethics,80846,130,,4
33473,person question MontanaBlack Twitter follower basically say didnt know scam couldnt believe hyped happy others pointed scam everything sold DYOR course,https://twitter.com/NFTethics/status/1492525206052737030,NFTethics,ethics,80846,131,,4
33479,Maybe create warning list vote system community,https://twitter.com/osf_nft/status/1492503639822409728,osf_nft,ethics,175358,58,['NFTethics'],1
33485,Web influencers constantly promote scam project seem forget become replacement Web giant dislike behavior however infinitely worse opportunistic BigTech together,https://twitter.com/NFTethics/status/1492498507042799617,NFTethics,ethics,80846,219,,28
33487,always wanted model,https://twitter.com/NFTethics/status/1492495562524045316,NFTethics,ethics,80846,1,"['realisttik1', 'jpegenthusiast_', 'monsterapeclub']",0
33491,Unethical transaction blockchain comparable stored blood sample athlete used doping might think gotten away detection method getting better every day one day sample retested exposed,https://twitter.com/NFTethics/status/1492489696575950856,NFTethics,ethics,80846,410,,64
33493,hope meant ironic never share seed phrase never interact scammer pretend help,https://twitter.com/NFTethics/status/1492486465552625669,NFTethics,ethics,80846,1,"['asgdjfq', 'James2anderson_', 'Stods21', 'tyle_ETH']",0
33494,havent seen CEO MoonPay Twitter thread post followup message response,https://twitter.com/NFTethics/status/1492485857558863872,NFTethics,ethics,80846,15,"['moonpay', 'isotowright']",1
33496,scammer found none thing promised came true always come excuse hacked didnt know X Z advisorsmods didnt check thing hard time etc,https://twitter.com/NFTethics/status/1492484272728465414,NFTethics,ethics,80846,121,,20
33505,course UnscratchedNFT minting today scam thing interested paying fake influencers k follower promote sell engagement community tweet banning people empty promise etc,https://twitter.com/NFTethics/status/1492471861887782916,NFTethics,ethics,80846,231,,76
33516,month ago ratio well intentioned project bad intentioned one probably around ratio view shifted likely scam project really want build something make sense,https://twitter.com/NFTethics/status/1492456570646667265,NFTethics,ethics,80846,317,,80
33519,already mentioned earlier thriving business sellingbuying verified Twitter account many follower easy buy fake follower give impression demand certain project See,https://twitter.com/NFTethics/status/1492450442575495170,NFTethics,ethics,80846,147,,54
33546,minting revealed OpenSea certain insider buy OS based metadata already know advance,https://twitter.com/NFTethics/status/1492242051030822913,NFTethics,ethics,80846,5,['korrupted'],0
33556,wellknown trick long enough space possible certain project certainly unethical people insider know metadata reveal able snap rare item cheap,https://twitter.com/NFTethics/status/1492237983906512899,NFTethics,ethics,80846,254,,50
33597,one example big social medium NFT influencer dubious past,https://twitter.com/NFTethics/status/1492162076499918850,NFTethics,ethics,80846,173,,31
33643,mentioned earlier selfregulation key move space mainstream add incentive able come ethical solution likely one financially benefit space,https://twitter.com/NFTethics/status/1492131893655048197,NFTethics,ethics,80846,216,,16
33644,Digital ethic likely become one foundation cornerstone Web Metaverse cannot underestimated individually responsible digital world together create,https://twitter.com/NFTethics/status/1492131890723180544,NFTethics,ethics,80846,196,,30
33645,interesting realize Web world instilled much trust digital world scammer abusing trust people simply handing hardearned money without hesitation,https://twitter.com/NFTethics/status/1492131888479313926,NFTethics,ethics,80846,104,,7
33646,Anyone ever used online dating everyone understand principle reality doesnt often match imagination fortunately unfortunately always exception rule scammer use exception convince opposite,https://twitter.com/NFTethics/status/1492131886197612551,NFTethics,ethics,80846,77,,2
33647,deal anon people know via digital interaction often fill thing know favorable way imagine project fantasy fill blank part reason good people often scammed,https://twitter.com/NFTethics/status/1492131883756441606,NFTethics,ethics,80846,111,,12
33648,big NFT influencers dubious past made million part establishment hoping nothing ever come New people joining space wont idea information known small group people,https://twitter.com/NFTethics/status/1492131879977426947,NFTethics,ethics,80846,105,,3
33649,Quite dubious social medium influencers involved follower PFP make look credible finally able monetize following extent never imagined ever possible,https://twitter.com/NFTethics/status/1492131876856897536,NFTethics,ethics,80846,91,,6
33650,course case founder earn ten hundred million dollar scam mint want remain anonymous obvious reason sufficient fund make possible,https://twitter.com/NFTethics/status/1492131874461917186,NFTethics,ethics,80846,78,,3
33651,Since people become hesitant project nondoxxed founder scam ring often pay puppet pretend founder naive people think founder actually doxed,https://twitter.com/NFTethics/status/1492131871613931522,NFTethics,ethics,80846,107,,9
33652,project either connected founder based playbook purchase criminal circuit earn easy quick large amount money anonymously playbook show,https://twitter.com/NFTethics/status/1492131868954828807,NFTethics,ethics,80846,90,,3
33653,Many people start notice statement exaggeration served real warning really research see characteristic scam project common way distinguish spam email legit one,https://twitter.com/NFTethics/status/1492131865351884803,NFTethics,ethics,80846,124,,7
33654,came bold warning week ago NEW people mint project week received lot criticism many tip received opinion wellinformed opinion always tradeoff,https://twitter.com/NFTethics/status/1492131858531995657,NFTethics,ethics,80846,131,,6
33655,fair Beanie actually contributed many way NFT space tweet intelligent engaging interesting project nothing compared currently see scam ring using Follow Retweet WLGiveaway incentivized greed,https://twitter.com/NFTethics/status/1492131852731224067,NFTethics,ethics,80846,112,,4
33656,asked u Beanie happened significantly invest project sell NFT exposing wallet transaction confirm willing verified affiliation anyone financial incentive,https://twitter.com/NFTethics/status/1492131850109730823,NFTethics,ethics,80846,108,,2
33657,Interestingly account suspended person immediately respond quite predictable way Ultimately cant hide true nature,https://twitter.com/NFTethics/status/1492131844887912450,NFTethics,ethics,80846,116,,4
33658,example person mountain evidence decided test warning would help course didnt respond warning received indication changed behavior became bit careful,https://twitter.com/NFTethics/status/1492131839850561540,NFTethics,ethics,80846,115,,3
33659,aware sensitivity doxing someone Web space recently gave someone subtle warning avoids potentially harm someone career project including holder serf incentive person behave ethically,https://twitter.com/NFTethics/status/1492131833332568068,NFTethics,ethics,80846,113,,2
33660,create PDF document released couldnt edit document didnt time create proper thread advance minting end decided sharing info would outweigh potential downside document releasing,https://twitter.com/NFTethics/status/1492131830618857475,NFTethics,ethics,80846,112,,2
33661,already explained need proper justification dox someone Twitter allow use publicly available information allow mention someone name quite lot information well see exhaustive list,https://twitter.com/NFTethics/status/1492131827187863555,NFTethics,ethics,80846,122,,3
33662,project started scam still become successful unexpected reason degree founder person charge think worthwhile continue way project started good intention still fail dramatically,https://twitter.com/NFTethics/status/1492131821190008835,NFTethics,ethics,80846,161,,5
33663,understand logic behind fallible flaw report something might right could collateral damage cant check every detail certainly detail change time,https://twitter.com/NFTethics/status/1492131818123968516,NFTethics,ethics,80846,167,,2
33664,work verified Twitter account change handle NFT Ethics report Twitter account impersonated probably case legit Twitter automatically suspends nonverified account,https://twitter.com/NFTethics/status/1492131813170597889,NFTethics,ethics,80846,275,,13
33673,damnn u still trying prove u rug,https://twitter.com/rugpullfinder/status/1492117737455464455,rugpullfinder,ethics,62324,6,"['squiggles', 'NFTethics', 'NFT_watchdog']",1
33677,LFG Welcome back Theres foul shit ever,https://twitter.com/ABigThingBadly/status/1492112578884947974,ABigThingBadly,ethics,50740,16,['NFTethics'],1
33678,Theyre back,https://twitter.com/jesse_altman/status/1492111561556647939,jesse_altman,ethics,12579,1,"['nft4dummies', 'WatcherGuru', 'squiggles', 'NFTethics']",0
33720,back Twitters suspension account based fact supposedly impersonating someone else LOL could bigger justification existence Web kindly thank scammer bot army reported u,https://twitter.com/NFTethics/status/1492078075915509773,NFTethics,ethics,80846,2262,,249
33760,back fockers youd better behave,https://twitter.com/TheAlienBoyNFT/status/1491936903616159750,TheAlienBoyNFT,ethics,35185,3,['NFTethics'],0
33762,lol need close he finish scammer love focker,https://twitter.com/TheAlienBoyNFT/status/1491935844634140673,TheAlienBoyNFT,ethics,35185,15,"['NFTethics', 'brianfergy2']",1
33905,Totally agreed Hey join discord get anti scammer make difference coordinating people made last week Everyone scammed fighting scammer,https://twitter.com/NFT_Awareness/status/1491425938718224398,NFT_Awareness,ethics,5079,0,"['Twitter', 'TwitterSupport', 'TwitterSafety', 'jack', 'paraga', 'NFTethics', 'cryptoShields']",0
34088,Correct tell theyre done graphic team assume prey new entrant space shame first experience w NFT rug probably coming back,https://twitter.com/jesse_altman/status/1491102177221578753,jesse_altman,ethics,12579,1,"['quas_quasi', 'NFTethics']",1
34091,Ah banned seems coordinated project knew spot blown reported account guess always DYOR,https://twitter.com/jesse_altman/status/1491099676275138564,jesse_altman,ethics,12579,5,"['Zeneca_33', 'JStargeth', 'NFTethics']",0
34094,really hadnt following account closely story Id seen beanie one found incredibly suspect eve coming info account banned Seems like coordinated attack,https://twitter.com/jesse_altman/status/1491099175802777603,jesse_altman,ethics,12579,1,"['JStargeth', 'NFTethics']",0
34106,plot thickens eh,https://twitter.com/osf_nft/status/1491084790032121862,osf_nft,ethics,175358,94,['NFTethics'],9
34119,think goon mass reporting behindthescenes thing guess,https://twitter.com/ABigThingBadly/status/1491070290625204229,ABigThingBadly,ethics,50740,2,"['Tyler_Polumbus', 'Twitter', 'NFTethics']",0
34136,Turned obscure nft cash grab project people never heard NFTethics sensationalized tweet engagement mean deserves get suspension imo,https://twitter.com/NFTherder/status/1491061417822547974,NFTherder,ethics,42403,7,['metarix'],0
34148,Lmaoooo,https://twitter.com/ABigThingBadly/status/1491049878394310662,ABigThingBadly,ethics,50740,4,"['The1Ratman', 'Twitter', 'NFTethics']",0
34150,Yea got banned allegedly impersonating another account seems likely someone didnt want exposing used tonne account report something clearly,https://twitter.com/Zeneca_33/status/1491049663121686532,Zeneca_33,ethics,312941,25,"['JStargeth', 'jesse_altman', 'NFTethics']",0
34157,speak personal experience happens people speak scammer try censor nftethics deserve,https://twitter.com/NFTherder/status/1491043312668938240,NFTherder,ethics,42403,574,,112
34159,collective definition community selfserving horseshit,https://twitter.com/ABigThingBadly/status/1491042794084847616,ABigThingBadly,ethics,50740,8,"['HobbsyNFT', 'Twitter', 'NFTethics']",1
34168,Beanie aside shady shit lot k would behoove community resource help expose scammer,https://twitter.com/jesse_altman/status/1491038657356075009,jesse_altman,ethics,12579,9,"['RealtyEco', 'NFTethics']",0
34174,Followed Thanks Antonio,https://twitter.com/ABigThingBadly/status/1491033306925715459,ABigThingBadly,ethics,50740,2,"['amazzara1', 'Twitter', 'NFTethics', 'natematias']",0
34183,good one,https://twitter.com/ABigThingBadly/status/1491029898194190341,ABigThingBadly,ethics,50740,4,"['EugeneBWhitaker', 'Twitter', 'NFTethics']",0
34188,Hey suspended Im strongly guessing coordinated false reporting scammer account whistleblowing nice gave u hexagon often work part web le glamorous Fix,https://twitter.com/ABigThingBadly/status/1491029295891771393,ABigThingBadly,ethics,50740,418,"['Twitter', 'NFTethics']",107
34192,account exposed beanie fraud expose bunch project run scammer rug puller account suspended Seems little curious Heres last tweet sent head u project,https://twitter.com/jesse_altman/status/1491027041764143107,jesse_altman,ethics,12579,233,['NFTethics'],76
34336,Lmaoooooo,https://twitter.com/ABigThingBadly/status/1490831754307174403,ABigThingBadly,ethics,50740,2,['NFTethics'],0
34436,Tomorrow show another scam ring responsible League Sacred Devils League Divine Beings Vault Gems Lucky Buddhas UnCvered Faceless Sinful Souls Dirty Dogs many others expose ring responsible project,https://twitter.com/NFTethics/status/1490792785515102209,NFTethics,ethics,80846,768,,127
34437,quick summary Bored Bunny Bored Bad Bunny Ancient Cats Club Crazy Camels Party Ape Billionaire Club Meta Legends MetaBillionairs Arab Meta MetaStars Doge Army BabyElonWorld many connected Dont mint Bored Mutant Bunny tomorrow,https://twitter.com/NFTethics/status/1490791223271038986,NFTethics,ethics,80846,248,,80
34440,project blocked booted every person know whats Discord including active member owns trademark Bored Bunny project didnt respond CD letter,https://twitter.com/NFTethics/status/1490790023792406530,NFTethics,ethics,80846,103,,17
34441,reason sending tomorrow Bored Mutant Bunny minting created group want warn people mint project,https://twitter.com/NFTethics/status/1490790013965058055,NFTethics,ethics,80846,204,,98
34442,found indeed exact wallet connection even project confirms suspicion various scam ring churn project project already mentioned,https://twitter.com/NFTethics/status/1490790004909654021,NFTethics,ethics,80846,104,,22
34443,alerted individual provided u extensive Excel spreadsheet tab full wallet transaction overlap information Thank others work verified data provided,https://twitter.com/NFTethics/status/1490789995510222850,NFTethics,ethics,80846,91,['rugpullfinder'],10
34444,Sometimes brilliant individual really take time effort check connection wallet project Already month ago someone created chart dropped Ancient Cats Club Discord rugged,https://twitter.com/NFTethics/status/1490789992070795267,NFTethics,ethics,80846,595,,226
34452,look deep enough thing connected,https://twitter.com/NFTethics/status/1490783762103377921,NFTethics,ethics,80846,180,,45
34464,many scam lol Im hard time exposing scam twitter insta cancer,https://twitter.com/NFT_Awareness/status/1490733893879795721,NFT_Awareness,ethics,5079,1,['NFTethics'],0
34473,NFT space basically consists two world Experienced investor use Twitterreputable contact info Inexperienced naif get info paid shill Instagram never talk even mention project,https://twitter.com/NFTethics/status/1490728872194813962,NFTethics,ethics,80846,662,,90
34484,look like SECs experience owner first NFT Company Company NFT shilled Twitter likely serve blueprint future regulation background,https://twitter.com/NFTethics/status/1490697277928841220,NFTethics,ethics,80846,49,['elonmusk'],9
34510,obvious scam prevalent contact person,https://twitter.com/NFTethics/status/1490434124255014913,NFTethics,ethics,80846,1,"['alex_the_good', 'Bryan_beck0']",0
34518,case hadnt seen tweet one half week ago OpenSea regard free minting tool,https://twitter.com/NFTethics/status/1490413387804721157,NFTethics,ethics,80846,64,,8
34530,help,https://twitter.com/ABigThingBadly/status/1490394176747450372,ABigThingBadly,ethics,50740,3,"['NFTethics', 'YatMuseum']",0
34540,made discord help scammed lazy lion ape club ppl promoting make new scam every week scammer crazy Swing discord want help,https://twitter.com/NFT_Awareness/status/1490368886281314307,NFT_Awareness,ethics,5079,3,"['sibeleth', 'NFTethics']",0
34541,Yes got scammed Im pissed Lazy lion ape club made discord r scammer revealing rug pu Swing want help,https://twitter.com/NFT_Awareness/status/1490368489005142020,NFT_Awareness,ethics,5079,1,"['JoelContartese', 'NFTethics']",0
34545,Everyone love decentralization realize allows abuse individual freedom expense collective Everyone dislike centralization realize allows many enjoy collective freedom expense individual,https://twitter.com/NFTethics/status/1490365729828442114,NFTethics,ethics,80846,364,,67
34546,thank ready fight lol,https://twitter.com/TheAlienBoyNFT/status/1490359992997789703,TheAlienBoyNFT,ethics,35185,1,"['elgatonegro01', 'NFTethics']",0
34551,actually exist ppl sending eth team based unreal promise,https://twitter.com/TheAlienBoyNFT/status/1490358058509385731,TheAlienBoyNFT,ethics,35185,1,"['elgatonegro01', 'NFTethics']",0
34554,thank,https://twitter.com/TheAlienBoyNFT/status/1490357087112769536,TheAlienBoyNFT,ethics,35185,7,['NFTethics'],2
34593,recently mentioned scammer entered NFT space industrial scale exceptional altruistic individual space provided u evidence wallet connection linking many scam project big soon revealed,https://twitter.com/NFTethics/status/1490329790578049024,NFTethics,ethics,80846,3084,,501
34605,would advise people check timeline avoid project promoting likely associated organization creating scam perfectly explains response u,https://twitter.com/NFTethics/status/1490285911237705728,NFTethics,ethics,80846,77,,12
34634,provided perspective,https://twitter.com/NFTethics/status/1490011091044388867,NFTethics,ethics,80846,12,['BCheque1'],0
34635,said probably inevitable many people already knew take one person spill bean becomes matter happen recently provided following recommendation,https://twitter.com/NFTethics/status/1490009915120885760,NFTethics,ethics,80846,17,,2
34636,sharp contrast doxxing BAYC founder Sure represent high profile NFT project worth billion dollar enough justification dox people admitted didnt find particular red flag,https://twitter.com/NFTethics/status/1490009912742752258,NFTethics,ethics,80846,24,,1
34637,tweet conveniently deleted many people planning invest fund potentially saved ten million dollar explicitly mentioned justification doxxing,https://twitter.com/NFTethics/status/1490009907948670979,NFTethics,ethics,80846,22,['gmcapital_'],1
34638,One reason decided release information serious doubt existence investment fund Apart Beanies background ISIN number match database record consisted country code letter instead,https://twitter.com/NFTethics/status/1490009905885069317,NFTethics,ethics,80846,19,,0
34639,people clearly seem understood exactly doxxed Beanie clear difference doxing BuzzFeed BAYC founder,https://twitter.com/NFTethics/status/1490009900327612422,NFTethics,ethics,80846,122,,15
34668,Blockchain way oxymoron one blocked thinking concept Lockchain digital detention decentralized prison guarded authorityresistant authority Lockchain cant use Blockchain,https://twitter.com/NFTethics/status/1489948860357226507,NFTethics,ethics,80846,103,,15
34681,anyone else get bannedblocked DiscordTwitter NFT project asking legitimate question voicing legitimate concern immediately red flag stand everything Web doesnt stand,https://twitter.com/NFTethics/status/1489928837672624130,NFTethics,ethics,80846,191,,31
34710,Vast majority people crypto anonymous could part SEC registration approval maybe coincidence happened want speculate cant launch token legally without registered first,https://twitter.com/0xHustler/status/1489798480151212036,0xHustler,ethics,93264,1,"['FedericoGalavis', 'NFTethics']",0
34712,Copy opinion thought v prediction something like would happen Nonetheless used type work year ago doxxed Wasnt fun experience Keep great work Truly,https://twitter.com/0xHustler/status/1489794388792279044,0xHustler,ethics,93264,5,['NFTethics'],0
34713,find prediction made,https://twitter.com/0xHustler/status/1489792597623128064,0xHustler,ethics,93264,5,['NFTethics'],0
34714,Something already predicted couldwould happen,https://twitter.com/NFTethics/status/1489792223793369097,NFTethics,ethics,80846,50,,3
34761,missing point seems,https://twitter.com/NFTherder/status/1489655399099912202,NFTherder,ethics,42403,1,"['sliguo1', 'NFTethics']",0
34775,literally announced discord theyre actually paying mint got clone free handful ultra rares,https://twitter.com/Nate_Rivers/status/1489644362879414279,Nate_Rivers,ethics,84248,13,"['duckdarryl', 'KarafuruNFT', 'Jejouw', 'NFTethics', 'soloandrw_', 'RTFKTstudios']",0
34781,people would call organized market manipulation,https://twitter.com/NFTherder/status/1489638474915495942,NFTherder,ethics,42403,6,['NFTethics'],0
34890,shouldnt tweeting,https://twitter.com/NFTherder/status/1489608983421857793,NFTherder,ethics,42403,1,"['NFT_aleksandr', 'NFTethics']",0
34893,even funnier realize tweet wasnt even aimed get feeling overwhelmed swamped atm may reason cutting corner really know,https://twitter.com/NFTherder/status/1489607934048935939,NFTherder,ethics,42403,3,"['NFT_aleksandr', 'NFTethics', 'NFTethics']",0
34896,Better refrain passiveaggressiveness started promising beanie thread youve strayed far fast,https://twitter.com/NFTherder/status/1489606161049473032,NFTherder,ethics,42403,10,['NFTethics'],0
34898,would greatly appreciate could go thousand spam email day provide proof legit might one someone really want send bank account split difference thank,https://twitter.com/NFTethics/status/1489605649713582081,NFTethics,ethics,80846,72,,4
34903,Missing point,https://twitter.com/NFTherder/status/1489602266566963205,NFTherder,ethics,42403,1,"['ElliottLedsam', 'NFTethics']",0
34908,Point come type tweet need data back claim else another twitter user opinion,https://twitter.com/NFTherder/status/1489598831578648582,NFTherder,ethics,42403,9,['NFTethics'],0
34918,exact answer tweeted minute ago,https://twitter.com/NFTherder/status/1489594153453432834,NFTherder,ethics,42403,8,['NFTethics'],0
34925,never ask money never done,https://twitter.com/NFTethics/status/1489591468016783369,NFTethics,ethics,80846,3,['CryptoRut'],0
34929,timesensitive problem Next time couple week proper research ten thousand people lost money something could warned advance proper evidence proof course late,https://twitter.com/NFTethics/status/1489590833095622658,NFTethics,ethics,80846,14,['NFTherder'],0
34930,man get,https://twitter.com/NFTherder/status/1489590644620382210,NFTherder,ethics,42403,3,"['bax1337', 'NFTethics']",0
34934,Thank getting point,https://twitter.com/NFTherder/status/1489590268622000130,NFTherder,ethics,42403,5,['NFTethics'],0
34942,Well certainly spreading Fear new comer baseless unverifiable tweet think,https://twitter.com/NFTherder/status/1489588778004103169,NFTherder,ethics,42403,6,"['NFTethics', 'youbekindtoday']",0
34943,FUD stand Fear Uncertainty Doubt Maybe NFT space could actually use little bit use incentive find mechanism get rid bad nefarious actor space Ironic constantly called,https://twitter.com/NFTethics/status/1489588561712230402,NFTethics,ethics,80846,148,,15
34944,FUD stand Fear Uncertainty Doubt Maybe NFT space could actually use little bit use incentive find mechanism get rid bad nefarious actor space Ironic constantly called,https://twitter.com/NFTethics/status/1489588290697244679,NFTethics,ethics,80846,8,"['NFTherder', 'youbekindtoday']",0
34945,missing point new v old people baseless claim,https://twitter.com/NFTherder/status/1489588282015068166,NFTherder,ethics,42403,7,['NFTethics'],0
34946,specifically mentioned people NEW NFT space shouldnt mint project wont able make proper distinction legit scam project would would harm NFT space far longterm short term warning,https://twitter.com/NFTethics/status/1489587685379428356,NFTethics,ethics,80846,8,['NFTherder'],1
34951,put another blanket statement like next year better mint new project,https://twitter.com/NFTherder/status/1489586942140366856,NFTherder,ethics,42403,7,['NFTethics'],0
34955,Blanket advice mint anything next week without data back FUD imo,https://twitter.com/NFTherder/status/1489586450303696897,NFTherder,ethics,42403,7,"['youbekindtoday', 'NFTethics']",0
34958,Delayed reveal common practice NFT market used indicator labeling whole project scam Yes scammer use delayed reveal nonscammers describing regular market move,https://twitter.com/NFTherder/status/1489584109731160064,NFTherder,ethics,42403,13,['NFTethics'],0
34959,lack resourcestime check every project properly specifically mentioned NEW people mint Proof hard find mint urgent warn people see clear pattern hope people invest time research,https://twitter.com/NFTethics/status/1489582585986564100,NFTethics,ethics,80846,19,['NFTherder'],0
34968,true without another account opinion,https://twitter.com/NFTherder/status/1489580572116717570,NFTherder,ethics,42403,5,"['NFTethics', 'NFTethics']",0
34971,started good strayed path fast Sad,https://twitter.com/NFTherder/status/1489579669045321730,NFTherder,ethics,42403,3,"['MoisheMedia', 'NFTethics']",0
34974,doesnt mean anything Youve gone basing tweet proof verification shouting everyone mint anything next week way,https://twitter.com/NFTherder/status/1489577939830194179,NFTherder,ethics,42403,24,['NFTethics'],0
34975,receive DMs per day project never heard use playbook cant check project coming day wanted give people general harsh warning Sometimes better safe sorry,https://twitter.com/NFTethics/status/1489577541031677955,NFTethics,ethics,80846,41,['NFTherder'],0
35000,saying hope expert like deep dive similarly looking advertised project minted past week mint connected Could potentially biggest heist NFT history,https://twitter.com/NFTethics/status/1489551414703632384,NFTethics,ethics,80846,11,"['NFTherder', 'hypebearsclub', 'cryptocom', 'binance']",0
35005,would similar asking list spam email vast majority obvious email spam unfortunately case try educate people hopefully soon able see red flag typical characteristic,https://twitter.com/NFTethics/status/1489550023939526656,NFTethics,ethics,80846,2,,0
35008,Id careful creating narrative taking profit equal something shady nothing wrong creator taking profit exchange via nd wallet Context matter,https://twitter.com/NFTherder/status/1489548017556500480,NFTherder,ethics,42403,12,"['NFTethics', 'hypebearsclub', 'cryptocom', 'binance']",1
35009,Even labeling wallet anon kind misleading since every wallet anon default case wallet arent technically anon since track history identifies,https://twitter.com/NFTherder/status/1489546900512534530,NFTherder,ethics,42403,6,"['NFTethics', 'hypebearsclub', 'cryptocom', 'binance']",0
35010,simply wanted make people aware fact noticed lot new people joining space naive uncommon fund distributed nonanon account account history said look forward seeing happens,https://twitter.com/NFTethics/status/1489546271664791553,NFTethics,ethics,80846,13,"['NFTherder', 'hypebearsclub', 'cryptocom', 'binance']",0
35014,Unless promised take profitscash nothing suspicious verify case Else bit reachy imo,https://twitter.com/NFTherder/status/1489545255384928263,NFTherder,ethics,42403,7,"['NFTethics', 'hypebearsclub', 'cryptocom', 'binance']",0
35019,First information data shared thread referenced combining project promoted Instagram sheet see floor price project significantly higher mint price,https://twitter.com/NFTethics/status/1489543857813475329,NFTethics,ethics,80846,2,['eSveeBee'],0
35044,reason none true NFT expert influencers Twitter active year never ever heard mentioned many project advertised via paid spamscam account Twitter Instagram Check project promoted,https://twitter.com/NFTethics/status/1489529557766049796,NFTethics,ethics,80846,360,,64
35055,Please check tweet past day many look playbook paid InstagramTwitter account shill,https://twitter.com/NFTethics/status/1489526673812901889,NFTethics,ethics,80846,31,['smkzzzz'],0
35056,specifically mentioned people new NFT space shouldnt mint project wont able make proper distinction legit scam project Sometimes better safe sorry,https://twitter.com/NFTethics/status/1489526327715807237,NFTethics,ethics,80846,42,['BamAlegre_'],0
35061,didnt say anywhere,https://twitter.com/NFTethics/status/1489525725489246211,NFTethics,ethics,80846,72,['BamAlegre_'],0
35063,new NFT space advice would mint project coming week indication scam team created many project day limited time window found Thats delay reveal,https://twitter.com/NFTethics/status/1489525242028560387,NFTethics,ethics,80846,1378,,308
35133,doesnt mean anything indeed certainly legit OS anyway consistent enforcing TCs benefit collection via service fee see reason collection verified,https://twitter.com/NFTethics/status/1489371375164923905,NFTethics,ethics,80846,13,['VRGamingNFT'],1
35164,new floor price normally go minting continues remain minting price reveal quickly go mint price Thats many scam project delay reveal HypeBears able get today via OS,https://twitter.com/NFTethics/status/1489363679262957573,NFTethics,ethics,80846,435,,63
35175,Many scam project mod team active Discords part team case eg HypeBears received free mint interesting see generally immediately flipped OS thats much believe project,https://twitter.com/NFTethics/status/1489360006881452032,NFTethics,ethics,80846,278,,62
